,title,description,employer,link,tags,city,date
10,"
                      کارشناس بازرگانی خارجی (خانم)
                  ","
شایستگی و مهارت های مورد نیازتسلط کامل بر مکالمات و مکاتبات زبان انگلیسیآشنایی با قوانین و مقررات گمرکی و ترخیص کالاآشنایی با شرایط و مقررات تجاری و بین المللیآشنایی کافی با اسناد تجاری و گمرکیفعال، مسئولیت پذیر و دارای پشتکارپیگیر و جدی در انجام کار و تحقق اهدافدارای مهارت‌های تعاملی، توانایی کار تیمی و اثرگذاریمسلط در کارکردن با نرم‌افزارهای Excel, Word , PowerPoint     مزایای شغلی:پاداش و عیدیبیمه تامین اجتماعیپورسانت بر حسب قرارداد ساعات کاری شنبه تا چهارشنبه 9-17 پنجشنبه ساعت 9 تا 13فعالیت شرکت در حوزه بازرگانی می باشد که فعالیت های حمل و نقل،صادرات و واردات را از سال 1395 آغاز نموده است.محل کار میدان ولیعصر
",شينيزپارس|Shinizpars,https://jobinja.ir/companies/shinizpars/jobs/CDEu/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A8%D8%A7%D8%B2%D8%B1%DA%AF%D8%A7%D9%86%DB%8C-%D8%AE%D8%A7%D8%B1%D8%AC%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D8%B4%D9%8A%D9%86%D9%8A%D8%B2-%D9%BE%D8%A7%D8%B1%D8%B3?_ref=16,"['خرید و بازرگانی', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'توافقی', 'انگلیسی', 'مدیریت بازرگانی', 'بازرگانی خارجی', 'مکاتبات بازرگانی', 'زن', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
11,"
                      سرپرست فروش
                  ","
* توانمند در فروش سازمانی و پروژه­ای* برنامه ریزی، سازماندهی و مدیریت وظایف محوله برای فروش جهت دستیابی به اهداف ماهانه و فصل * بررسی و حل مشکلات نماینده، تیم فروش، مشتریان* بررسی و آنالیز کامل وضعیت رقبا* توانایی منتورینگ تیم فروش تلفنی* آشنایی کامل به بازاریابی، توسعه بازار* توانایی به تصویر کشیدن مسیر حرکت و مقصد نهاییشایستگی های عمومی:تفکر سیستمی الهام بخش بودننتورکینگ قویایفای نقش الگودارای روحیه کار تیمیروابط عمومی و قدرت بیان بالامسلط به اصول ارتباط با مشتریحداق 3 سال تجربه کاری در تیم های نرم افزاریسایر مزایا:آموزش مستمر درون سازمانی با هدف توسعه فردی امکان پیشرفت و ارتقاء شغلیمحیط کاری پویا و هدفمندساعات کاری منعطفبسته و هدایای مناسبتیرفت و آمد آسان ، نزدیک به مترو میردامادبیمه تکمیلی  ساعت کاری مجموعه: از شنبه تا چهارشنبه از 8:30 تا 17:30  تحصیلات: کارشناسی MBA و رشته های مرتبط  محدوده سنی :40-30  محل کار: میرداماد، میدان مادر
",الوکام|Alocom,https://jobinja.ir/companies/kavano/jobs/AFNV/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B3%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA-%D9%81%D8%B1%D9%88%D8%B4-%D8%AF%D8%B1-%D8%A7%D9%84%D9%88%DA%A9%D8%A7%D9%85?_ref=16,"['فروش و بازاریابی', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'توافقی', 'سرپرستی فروش', 'ارتباط با مشتریان و پشتیبانی', 'فروش و بازاریابی', 'سرپرستی', 'سرپرستی فروش', 'ارتباط با مشتریان و پشتیبانی', 'فروش و بازاریابی', 'سرپرستی', '', 'معافیت تحصیلی', 'معافیت دائم', 'پایان خدمت', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
12,"
                      کارمند اداری (خانم)
                  ","
خانم خوش بیان و آراسته با ادبیات گفتاری زیبا و بیان شیوا، برای تماس پشتیبانی با مشتریان مجموعه و همچنین فروش و پاسخگویی دایرکت. ارتباط اجتماعی بالا و توانایی برقراری ارتباط بسیار حائز اهمیت و از معیارهای استخدام هست.شرکت محدوده شریعتی بالاتر از پل صدر 
",سلامتهما|SalamatHoma,https://jobinja.ir/companies/tebeordibehesht/jobs/AFJM/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D9%85%D9%86%D8%AF-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D8%B3%D9%84%D8%A7%D9%85%D8%AA-%D9%87%D9%85%D8%A7?_ref=16,"['مسئول دفتر، اجرائی و اداری', 'تهران، تهران', 'تمام وقت', '', 'حقوق پایه (وزارت کار)', 'پیگیری امور', 'امور اداری', 'مکاتبات اداری', 'پاسخگویی به تلفن', 'زن', '']","
تهران،تهران
","
          
                          (امروز)
            
                  "
13,"
                      تصویربردار و تدوینگر
                  ","
تیم ما برای تولید محتواهای رستورانی به دنبال تصویربردار و تدوینگر  به صورت پروژه ای میباشدمنظم و دارای روحیه کار تیمیخلاق و ایده پردازمسلط به عکاسی و فیلمبرداری برای اینستاگراممسلط به نرم افزارهای ادوبیساعت و روزهای تصویر برداری منعطف و فقط چند روز در طول ماه میباشدمسلط به عکاسی و فیلمبرداری محیطی و صنعتیویدیو ها با توجه به نیاز پروژه به صورت بلاگری،تیزر یا نریشن خواهند بود
",مدیالازم|MediaLazem,https://jobinja.ir/companies/medialazem/jobs/AFlQ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D8%B5%D9%88%DB%8C%D8%B1%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1-%D9%88-%D8%AA%D8%AF%D9%88%DB%8C%D9%86%DA%AF%D8%B1-%D8%AF%D8%B1-%D9%85%D8%AF%DB%8C%D8%A7%D9%84%D8%A7%D8%B2%D9%85?_ref=16,"['حوزه\u200c سینما و تصویر', 'تهران، تهران', 'پاره وقت', 'کمتر از سه سال', 'از ۱۵,۰۰۰,۰۰۰ تومان', 'تصویربرداری', 'تدوین و ویرایش ویدیو', 'تدوین', '', 'مهم\u200c نیست', '']","
تهران،تهران
","
          
                          (امروز)
            
                  "
14,"
                      کارشناس استقرار و پشتیبانی نرم افزار مالی
                  ","
شرکت مهندسی نرم افزار رایورز از افراد مستعد ، پیگیر و باانگیزه جهت تکمیل کادر استقرار و پشتیبانی نرم افزار  دعوت به همکار می نماید.شرایط احراز :تجربه مفید استقرار پروژه های نرم افزاری توانایی کار با کامپیوتر شامل برنامه های کاربردی پراستفاده (مثل Office)تسلط نسبی به مفاهیم پایه ی مالی تسلط نسبی به مفاهیم بهای تمام شده حسابداری آشنایی کافی با سیستم های اطلاعاتی/ عملیاتآشنایی کافی با چگونگی تهیه ی گزارش کاریآشنایی با مفاهیم نصب، نگه داری و مدیریت پایگاه داده SQL Serverعلاقه مند به کارگروهی و تیمیدارای ظرفیت شناسایی و حل مساله در حوزه ی کاریقابلیت برقراری ارتباط موثر با دیگراندانش حوزه عملیاتی (Domain)دانش استراتژی ها و تکنیک های فروش محصولات و خدماتدانش پایه بازاریابی و برنددانش هوشمندی کسب وکارشرح وظایف: وفادار سازی مشتری و تقویت برند رایورز در ذهن مشتریارائه ی خدمات مشاوره ی درون/ برون سازمانیشناسایی و بهره برداری از فرصت های تجاریبررسی و تحلیل وضع موجود و نیاز و انتظارات مشتریاستقرار و پشتیبانی محصولات رایورز در محیط مشتری                      ویژگی های این موقعیت کاری:محیط کار تعاملی با ظرفیت های یادگیری و اثربخشی بالابرخورداری از تجربه کاری در مقیاس استانداردهای بین المللیامکان بکارگیری سیستم های تولید شده در طیف گسترده مشتریان موجود
",مهندسینرمافزاررایورز|RayvarzSoftwareEngineeringCompany,https://jobinja.ir/companies/rayvarz/jobs/C8b5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B3%D8%AA%D9%82%D8%B1%D8%A7%D8%B1-%D9%88-%D9%BE%D8%B4%D8%AA%DB%8C%D8%A8%D8%A7%D9%86%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D9%85%D8%A7%D9%84%DB%8C-%D8%AF%D8%B1-%D9%85%D9%87%D9%86%D8%AF%D8%B3%DB%8C-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1-%D8%B1%D8%A7%DB%8C%D9%88%D8%B1%D8%B2?_ref=16,"['وب،\u200c برنامه\u200cنویسی و نرم\u200cافزار', 'تهران، تهران', 'تمام وقت', 'کمتر از سه سال', 'توافقی', 'استقرار نرم افزار مالی', 'Domain', ' SQL', '', 'مهم\u200c نیست', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
15,"
                      برنامه‌نویس Asp.net Core
                  ","
حداقل 3 سال سابقه کاری مرتبطمسلط به C#مسلط به EF Coreمسلط به  Asp.net Core آشنایی به مفاهیم پایگاه داده و تجربه کافی در زمینه T-SQLآشنایی با JQuery و Kendo UIتجربه کاری در زمینه توسعه سرویس های Restful و وب سرویس ها مزایا و امکانات محیط کاری: بیمه تامین اجتماعی و بیمه تکمیلی پرداخت حقوق بدون تاخیرکارنه عملکردی پاداش های مناسبتی اعطای تسهیلات در حد مقررات شرکت برنامه های آموزشی   شرایط عمومی: روحیه کار تیمی منظم و دقیق دارای رفتار مناسب سازمانی مسئولیت پذیر و متعهد  محل شرکت: محدوده فلکه اول صادقیه
",توسعهفناوریرفاهپردیس|RPTD,https://jobinja.ir/companies/rptd/jobs/AYbT/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-asp-net-core-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%B1%D9%81%D8%A7%D9%87-%D9%BE%D8%B1%D8%AF%DB%8C%D8%B3?_ref=16,"['وب،\u200c برنامه\u200cنویسی و نرم\u200cافزار', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'توافقی', 'ASP.NET Core', 'C#', 'RestFul API', 'Entity Framework', '', 'معافیت دائم', 'پایان خدمت', '']","
تهران،تهران
","
          
                          (امروز)
            
                  "
16,"
                      طراح وب (وردپرس)
                  ","
تسلط کامل به وردپرس و پلاگین ها و توابع آنتسلط کامل به  JQuery, CSS3.0, HTML5.0, Bootstrapتسلط بر الگوهای طراحی UX/UI   آشنا به زبان برنامه نویسی PHP آشنا به Filter ها، Actionها و Hookهای وردپرسمسلط به برنامه نویسی و API های وردپرس برای توسعه پلاگینآشنا به SEOدانش کافی در زمینه بهینه‌سازی سرعت سایت پربازدیدآشنا به AMP و rich snippetsمسلط به زبان انگلیسی خوش برخورد و دارای روحیه کار تیمیعلاقه مند به حل مسئله، سخت کوش
",تجهیزصنعت|TajhizSanat,https://jobinja.ir/companies/tajhizsanat/jobs/AFlM/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B7%D8%B1%D8%A7%D8%AD-%D9%88%D8%A8-%D9%88%D8%B1%D8%AF%D9%BE%D8%B1%D8%B3-%D8%AF%D8%B1-%D8%AA%D8%AC%D9%87%DB%8C%D8%B2-%D8%B5%D9%86%D8%B9%D8%AA?_ref=16,"['وب،\u200c برنامه\u200cنویسی و نرم\u200cافزار', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'توافقی', 'طراحی وب', 'Wordpress', 'PHP', '', 'معافیت دائم', 'پایان خدمت', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
17,"
                      کارمند اداری(خانم)
                  ","
 در یک مجموعه هایپر میوه ی زنجیره ای نیازمند جذب چند نفر همکار خانم برای شعبات خود هستیم .جوان ، پرانرژی ، روابط عمومی مناسب ، دارای روحیه کار تیمی و آموزش پذیر شعبه ی نیاوران :  ( خیابان باهنر _ خیابان مقدسی )شیفت صبح : از ساعت 7 صبح تا ساعت 15 و شیفت بعد از ظهر : از ساعت 13 تا 21شعبه ی اقدسیه :  ( اقدسیه _ میدان ارتش )شیفت صبح : از ساعت 7 صبح تا ساعت 15 و شیفت بعد از ظهر : از ساعت 13 تا 21 شعبه ی کریمخان : ( خیابان میرزای شیرازی ) شیفت صبح : از ساعت 7 صبح تا ساعت 15 و شیفت بعد از ظهر : از ساعت 13 تا 21همراه با وعده غذاییبیمهعیدی و سنواتهفته ای یکروز آفماهی  2  روز مرخصی  
",هایپرمیوهآرموتک|HyperMivehArmotak,https://jobinja.ir/companies/armotak/jobs/AFli/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D9%85%D9%86%D8%AF-%D8%A7%D8%AF%D8%A7%D8%B1%DB%8C-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D9%87%D8%A7%DB%8C%D9%BE%D8%B1-%D9%85%DB%8C%D9%88%D9%87-%D8%A2%D8%B1%D9%85%D9%88%D8%AA%DA%A9?_ref=16,"['مسئول دفتر، اجرائی و اداری', 'تهران، تهران', 'تمام وقت', '', 'از ۱۱,۰۰۰,۰۰۰ تومان', 'امور اداری', 'پیگیری امور', 'Microsoft Office ', 'پاسخگویی به تلفن', 'زن', 'دیپلم']","
تهران،تهران
","
          
                          (امروز)
            
                  "
18,"
                      هماهنگ کننده تیم دیجیتال مارکتینگ
                  ","
هر سازمانی شبیه یک «خانه» است، جایی که اعضای آن، چه کوچک و چه بزرگ، با خصوصیات اخلاقی مختلف در کنار هم زندگی می‌کنند، در حالی که به ارزش‌ها و تفاوت‌ها هم احترام می‌گذارند، هوای همدیگر را دارند و برای رسیدن به اهداف مشترکی با هم همکاری می‌کنند. اگر شما شخصی هستید که در حوزه خود، دانش، مهارت و منش تخصصی‌ای دارید که می‌تواند همراستا با استراتژی سازمان ما باشد. خوشحال خواهیم شد متازی را خانه خودتان بدانید و به عنوان «هماهنگ کننده دیجیتال مارکتینگ» به تیم ما بپیوندید تا هر روز، همسو و همراه یکدیگر، به سوی پیشرفت گام برداریم.شرایطی که برای انتخاب اولیه برای ما مهم است:خلاقیت و نوآوریتوانایی کار تیمی و رهبری تیمتوانمند در مدیریت زمان و برنامه ریزی دقیقتوانایی برقراری ارتباط موثر با سطوح مختلف سازمانیتوانایی‌های قوی ارتباطی و ارائه‌ی ایده‌ها به صورت شفاف و گیراقدرت ارائه موثر کلامی و نوشتاری. گزارش‌نویسی و ارتباط حرفه‌ایپرانرژی، با حوصله، خوش برخورد، صبور، متعهد، منظم، دقیق، پیگیر، مسئولیت پذیر، دارای روحیه یاد گیرندهتوانایی‌های تخصصی مورد نیاز که برای همکاری لازم است: تسلط بر اصول و استراتژی‌های دیجیتال مارکتینگ از جمله سئو، تبلیغات کلیکی (SEM)، بازاریابی محتوا، بازاریابی از طریق ایمیل، بازاریابی شبکه‌های اجتماعی و بازاریابی پیام‌رسان‌ها.توانایی مدیریت بودجه و منابع به شکل موثر برای به‌حداکثر رساندن تأثیر استراتژی‌های مارکتینگ.مهارت‌های قوی در رهبری تیم و مدیریت پروژه، با توانایی هماهنگی بین بخش‌های مختلف و تنظیم برنامه کاری.توانایی تجزیه و تحلیل داده‌ها برای شناسایی روندها و تهیه گزارش‌های موثر که به تصمیم‌گیری‌های استراتژیک کمک کنند.وظایف و مسئولیت‌هایی که انتظار می‌رود:هماهنگی داخلی تیم محتوا و سئوپیگیری تسک‌های سئو، پرفورمنس‌مارکتینگ و تمام امور تبلیغاتیایجاد پل ارتباطی بین سایر تیم‌ها (فروش، دیزاین و فنی) با تیم مارکتینگپیگیری هماهنگی‌های خارجی با آژانس‌های مرتبطهمکاری در تهیه و توزیع امور محتواییطراحی و پیاده‌سازی استراتژی‌های دیجیتال مارکتینگ متناسب با اهداف کلان سازمان.مدیریت و اجرای کمپین‌های تبلیغاتی دیجیتال با تمرکز بر نتایج و بازده سرمایه.نظارت بر حفظ هویت و اعتبار برند در کلیه فعالیت‌های بازاریابی دیجیتال.برنامه‌ریزی و هماهنگی با تیم‌های مختلف برای طراحی و اجرای کمپین‌های چندکاناله.مدیریت بودجه مارکتینگ و بهینه‌سازی هزینه‌ها برای افزایش بازدهی.همکاری نزدیک با تیم فروش و B2B برای ایجاد هم‌افزایی در استراتژی‌ها و دستیابی به اهداف مشترک.تحلیل داده‌ها و تهیه گزارش‌های دوره‌ای برای ارزیابی عملکرد کمپین‌ها و تصمیم‌گیری‌های بهینه.مزیت‌های که با همکاری با ما خواهید داشت:ساعت کاری مـنعطفحـقوق و مـزایای منظممـیان‌وعـده‌های مـختلـفکمک هزینه فرهنگی - ورزشیسـفرهای کاری خـارج از کشـورپاداش‌های موردی براساس عملکردکمک‌هزینه خرید دوره‌های آموزشـیوام و تسهیلات براساس مـدت همکاریامکان دسترسی به منابع آموزشی تخصصیامکان حضور و فعالیت در پروژه‌های بین‌المللـیجلسات تراپی رایگان با تراپیست اختصاصی مجموعههـدیـه مناسبتی (روز تولد، اعیاد، سالگرد همکاری و ...)مواردی که شاید برای شروع همکاری برای شما مهم باشد:* محدود محل کار پاسداران - فرمانیه است. (۵۰۰ متری ایستگاه مترو نوبنیاد)* جنسیت برایمان مهم نیست، شایستگی برای هر شغل و سمتی حرف اول را خواهد زد.* با توجه به سایر اعضای تیم، سن مد نظرمان برای این پست بین ۲۲ تا ۳۵ سال هست.* حقوق دریافتی براساس سابقه، مهارت و دانش شما و میزان پیشبرد اهداف شرکت تعیین می‌گردد.* فارغ‌التحصیل برایمان مهم نیست ولی بهتر است که فارغ التحصیل رشته‌های مدیریت، بازاریابی، ارتباطات و رشته‌های مرتبط این حوزه باشد و این که شخص حداقل ۲ سال سابقه در حوزه دیجیتال مارکتینگ داشته باشد.* با توجه به شرکای تجاری بین المللی می‌بایست زبان انگلیسی را بنا به ماهیت شغل در حد خوبی مسلط باشید.* ساعت کاری‌ ما شنبه تا چهارشنبه ۸ الی ۱۷ می‌باشد که ۲ ساعت هم زمان شناوری داریم که نگران زمان نباشید.* فرآیند بررسی شرایط همکاری ما بدین شکل است:   مرحله ۰ : بررسی رزومه براساس توضیحات آگهی   مرحله ۱ : مصاحبه تلفنی برای آشنایی اولیه   مرحله ۲ :  مصاحبه مهارت و شایستگی عمومی با تیم منابع انسانی   مرحله ۳ :  ارائه مطالعه موردی (Case Study) به داوطلبان مورد تایید   مرحله ۴:  مصاحبه فنی و تخصصی با مدیر مستقیم   مرحله ۵:  مصاحبه روانشناسی و روانشناختی توسط روانشناس مجموعه   مرحله ۶:  مصاحبه با مدیر عامل جهت آشنایی با اهداف کلان شرکت   مرحله ۷:  ارائه پیشنهاد شغلی و شروع همکاری*** مراحل فوق طی ۲ الی ۳ جلسه به صورت مجازی و حضوری، با توجه به موقعیت شغلی و متقاضی می‌باشد.
",گروهمتازی|MetaZiGroup,https://jobinja.ir/companies/metazi-group/jobs/AFlw/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%87%D9%85%D8%A7%D9%87%D9%86%DA%AF-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%AA%DB%8C%D9%85-%D8%AF%DB%8C%D8%AC%DB%8C%D8%AA%D8%A7%D9%84-%D9%85%D8%A7%D8%B1%DA%A9%D8%AA%DB%8C%D9%86%DA%AF-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%85%D8%AA%D8%A7%D8%B2%DB%8C?_ref=16,"['دیجیتال مارکتینگ', 'تهران، تهران', 'تمام وقت', 'سه تا شش سال', 'توافقی', 'هماهنگی امور', 'دیجیتال مارکتینگ', 'سئو', 'کمپین\u200cهای تبلیغاتی', '', 'معافیت دائم', 'پایان خدمت', 'کارشناسی']","
تهران،تهران
","
          
                          (امروز)
            
                  "
19,"
                      کارشناس فروش و بازاریابی
                  ","
گروه تبلیغاتی ایده جهت تکمیل کادر تخصصی خود به افراد واجد شرایط با شرایط ذیل دعوت به همکاری می نماید :الزامات و مهارت ها:داشتن سابقه‌ کار به عنوان کارشناس فروش تلفنی یا سایر خدمات مربوط به فروش یا مشتریداشتن سابقه موفق در زمینه فروش؛ ترجیحا تلفنی؛داشتن دانش خوب در زمینه برنامه‌های کامپیوتری مرتبط با کار مانند CRMبررسی مشکلات و دغدغه های مشتریان و تدوین روش‌هایی برای حل آنهابرخورداری از توانایی یادگیری در زمینه کارکرد محصولات و خدمات و همچنین توضیح و توصیف آنها به مخاطبداشتن مهارت های قوی در زمینه ارتباطات بین‌ فردی‏داشتن توانایی در مواجهه آسان با پاسخ منفی مشتریداشتن مهارت‌های عالی مذاکره و توانایی حل مشکلات و همچنین رسیدگی به شکایاتمزایا:حقوق ثابتپورسانت
",گروهتبلیغاتیایده|IdehGroup,https://jobinja.ir/companies/ideagroup-advertising/jobs/AFlZ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%DB%8C%D8%A7%D8%A8%DB%8C-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%AA%D8%A8%D9%84%DB%8C%D8%BA%D8%A7%D8%AA%DB%8C-%D8%A7%DB%8C%D8%AF%D9%87?_ref=16,"['فروش و بازاریابی', 'تهران، تهران', 'تمام وقت', 'کمتر از سه سال', 'توافقی', 'فروش و بازاریابی', 'اصول و فنون مذاکره', 'ارتباط با مشتری', 'Microsoft Office ', '', 'مهم\u200c نیست', '']","
تهران،تهران
","
          
                          (امروز)
            
                  "
20,"
                      کارشناس فروش و بازاریابی
                  ","
گروه تبلیغاتی ایده جهت تکمیل کادر تخصصی خود به افراد واجد شرایط با شرایط ذیل دعوت به همکاری می نماید :الزامات و مهارت ها:داشتن سابقه‌ کار به عنوان کارشناس فروش تلفنی یا سایر خدمات مربوط به فروش یا مشتریداشتن سابقه موفق در زمینه فروش؛ ترجیحا تلفنی؛داشتن دانش خوب در زمینه برنامه‌های کامپیوتری مرتبط با کار مانند CRMبررسی مشکلات و دغدغه های مشتریان و تدوین روش‌هایی برای حل آنهابرخورداری از توانایی یادگیری در زمینه کارکرد محصولات و خدمات و همچنین توضیح و توصیف آنها به مخاطبداشتن مهارت های قوی در زمینه ارتباطات بین‌ فردی‏داشتن توانایی در مواجهه آسان با پاسخ منفی مشتریداشتن مهارت‌های عالی مذاکره و توانایی حل مشکلات و همچنین رسیدگی به شکایاتمزایا:حقوق ثابتپورسانت
",گروهتبلیغاتیایده|IdehGroup,https://jobinja.ir/companies/ideagroup-advertising/jobs/AFlZ/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D9%88-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%DB%8C%D8%A7%D8%A8%DB%8C-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D8%AA%D8%A8%D9%84%DB%8C%D8%BA%D8%A7%D8%AA%DB%8C-%D8%A7%DB%8C%D8%AF%D9%87?_ref=16,"['فروش و بازاریابی', 'تهران، تهران', 'تمام وقت', 'کمتر از سه سال', 'توافقی', 'فروش و بازاریابی', 'اصول و فنون مذاکره', 'ارتباط با مشتری', 'Microsoft Office ', '', 'مهم\u200c نیست', '']","
تهران،تهران
","
          
                          (امروز)
            
                  "
21,"
                      کارشناس فروش (خانم)
                  ","
روابط عمومی قوی و دوستانهمسلط به اصول فنون مذاکره (تلفنی و حضوری)پیگیر و مسئولیت پذیرمسلط به استراتژی‌های فروشبررسی قیمت‌گذاری رقبا و اطمینان از رقابتی بودن قیمت‌هاپشتکار و روحیه انجام کار تیمی و پیگیری امور فروشتوانایی تحلیل نیاز مشتری و ارائه مشاوره و راهکار مناسبمعرفی و ارائه پیشنهاد برای ایجاد کمپین بر اساس شرایط بازار، عملکرد رقبا و رویدادهای مناسبتیآشنا به مباحث پایه‌ای دیجیتال مارکتینگ (سئو، گوگل ادز و ...)امکان پیشرفت کاری و درآمد بالاحداقل 3 سال سابقه کار مرتبط---------------------------------------------------------------------------------بیمه تامین اجتماعیبیمه تکمیلیپورسانت فروشپاداش عملکردساعت کاری: شنبه تا چهارشنبه از ساعت 9:00 الی 17:00 و پنج‌شنبه‌ها تعطیلمحدوده شرکت: مترو میرداماد
",آژانسسئودو|Seodo,https://jobinja.ir/companies/seodo-1/jobs/AFlN/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%81%D8%B1%D9%88%D8%B4-%D8%AE%D8%A7%D9%86%D9%85-%D8%AF%D8%B1-%D8%A2%DA%98%D8%A7%D9%86%D8%B3-%D8%B3%D8%A6%D9%88%D8%AF%D9%88?_ref=16,"['فروش و بازاریابی', 'تهران، تهران', 'تمام وقت', '', 'توافقی', 'فروش و بازاریابی', 'اصول و فنون مذاکره', 'ارتباط با مشتری', 'زن', '']","
تهران،تهران
","
          
                          (امروز)
            
                  "
22,"
                      برنامه‌نویس و توسعه‌دهنده وب (Front-End)
                  ","
شرکت رایانش هوشمند فریان با همکاری دانشگاه مهرالبرز، (اولین دانشگاه الکترونیکی کشور) در راستای تکمیل کادر فنی خود از متقاضیان ساکن استان‌ تهران یا البرز استخدام می‌نماید.در حال حاضر نیاز داریم تا به همکاران خوب و با تعهدمان، یک نفر با سمت برنامه نویسی Front-End مسلط به Next.js یا React.js جذب نماییم.مهارت های عمومی مورد نیاز:توانایی و تجربه کار تیمیعلاقه مند به آموختن و انتقال تجربیاتخلاقیت همراه با نظمدارای تجربه مستند سازی داده هامسئولیت پذیری و توانایی حل مسئلهتسلط کافی به زبان انگلیسیمهارت‌های فنی لازم:تسلط بر Next.js, React.js, React-Query, MUIدانش کافی بر Git, Jira, Figma, RestAPIداشتن رزومه کاری یا نمونه کار مرتبط با زمینه‌های فعالیت شرکت فریان مرتبط با این‌اگهی، مزیت محسوب می‌شود.
",فـریان|FaryanI.C.,https://jobinja.ir/companies/faryan-2/jobs/AFnp/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%88-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D9%88%D8%A8-front-end-%D8%AF%D8%B1-%D9%81%D9%80%D8%B1%DB%8C%D8%A7%D9%86?_ref=16,"['وب،\u200c برنامه\u200cنویسی و نرم\u200cافزار', 'تهران، تهران', 'تمام وقت', '', 'توافقی', 'انگلیسی', ' Front-end', 'ReactJS', 'NextJS', '', 'مهم\u200c نیست', '']","
تهران،تهران
","
          
                          (امروز)
            
                  "
